ign,name,age,age_range,birth,country,continent,team,game,edpi_ratio,mouse,mouse_brand,sense,hz,dpi,edpi,mousepad,keyboard,headset,monitor,mousepad_brand,keyboard_brand,headset_brand,monitor_brand
dexter,Chris Nong,28,25-29,1994-08-15,Australia,OC,MOUZ,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,0.65,4000.0,1600.0,1040.0,Razer Gigantus V2,Razer Huntsman V2 TKL,Razer BlackShark V2,ASUS ROG SWIFT PG259QN,Razer,Razer,Razer,ASUS
rmn,Ricardo Oliveira,30,30-34,1992-05-14,Portugal,EU,SAW,CS:GO,1.0,Razer Viper Ultimate,Razer,1.28,4000.0,800.0,1024.0,SteelSeries QcK Heavy,unknown,HyperX Cloud II,ZOWIE XL2546K,SteelSeries,unknown,HyperX,ZOWIE
acoR,Frederik Gyldstrand,25,25-29,1997-06-24,Denmark,EU,GamerLegion,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,1.97,1000.0,400.0,788.0,ZOWIE G-SR,Razer Huntsman V2 TKL,Razer BlackShark V2,ZOWIE XL2546,ZOWIE,Razer,Razer,ZOWIE
niko,Nikolaj Kristensen,24,20-24,1998-05-28,Denmark,EU,OG Esports,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,1.3,1000.0,400.0,520.0,SteelSeries QcK Heavy,Xtrfy K2 RGB,SteelSeries Arctis Pro,ZOWIE XL2546,SteelSeries,Xtrfy,SteelSeries,ZOWIE
biguzera,Rodrigo Bittencourt,25,25-29,1997-02-18,Brazil,SA,paiN Gaming,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,1.75,1000.0,400.0,700.0,HyperX Fury S Speed Edition,Razer Blackwidow TE,Sennheiser GAME ONE,ZOWIE XL2546K,HyperX,Razer,Sennheiser,ZOWIE
flameZ,Shahar Shuhan,19,15-19,2003-06-22,Israel,AS,OG Esports,CS:GO,1.0,VAXEE OUTSET AX Yellow,VAXEE,3.6,1000.0,400.0,1440.0,Lethal Gaming Gear Saturn,SteelSeries Apex Pro TKL,Logitech G Pro X Headset,ZOWIE XL2546,Lethal,SteelSeries,Logitech,ZOWIE
oskar,Tomáš Šťastný,31,30-34,1991-06-27,Czechia,EU,SINNERS Esports,CS:GO,1.0,VAXEE OUTSET AX,VAXEE,3.5,1000.0,400.0,1400.0,VAXEE PA Winter 21,Cooler Master Storm Rapid-I,Sennheiser GAME ZERO,ZOWIE XL2546,VAXEE,Cooler,Sennheiser,ZOWIE
nexa,Nemanja Isaković,25,25-29,1997-04-25,Serbia,EU,OG Esports,CS:GO,1.0,ZOWIE EC2-C,ZOWIE,1.22,1000.0,800.0,976.0,VAXEE PA Black,Logitech G Pro X Keyboard,Logitech G Pro X Wireless Headset,ZOWIE XL2546,VAXEE,Logitech,Logitech,ZOWIE
mantuu,Mateusz Wilczewski,25,25-29,1997-08-21,Poland,EU,Free Agent,CS:GO,1.0,ZOWIE S2 Divina Blue,ZOWIE,2.1,1000.0,400.0,840.0,SteelSeries QcK+,SteelSeries Apex Pro,HyperX Cloud II,ZOWIE XL2546,SteelSeries,SteelSeries,HyperX,ZOWIE
NEOFRAG,Adam Zouhar,21,20-24,2001-05-19,Czechia,EU,OG Esports,CS:GO,1.0,VAXEE OUTSET AX Yellow,VAXEE,1.45,1000.0,400.0,580.0,VAXEE PA P22,Xtrfy K2 RGB,HyperX Cloud II,ZOWIE XL2546K,VAXEE,Xtrfy,HyperX,ZOWIE
SHOCK,Max Kvapil,22,20-24,2000-10-29,Czechia,EU,SINNERS Esports,CS:GO,1.0,VAXEE OUTSET AX,VAXEE,1.17,1000.0,400.0,468.0,VAXEE PA Winter 21,Xtrfy K4 TKL RGB,Xtrfy H2,ZOWIE XL2546K,VAXEE,Xtrfy,Xtrfy,ZOWIE
Lekr0,Jonas Olofsson,29,25-29,1993-07-02,Sweden,EU,Free Agent,CS:GO,1.0,Logitech G Pro Wireless,Logitech,1.0,1000.0,800.0,800.0,Xtrfy XTP1 f0rest,Xtrfy K2 RGB,Xtrfy H1,ASUS ROG SWIFT PG259QN,Xtrfy,Xtrfy,Xtrfy,ASUS
twist,Simon Eliasson,28,25-29,1994-12-12,Sweden,EU,Finest,CS:GO,1.0,VAXEE ZYGEN NP-01,VAXEE,2.0,1000.0,400.0,800.0,Logitech G640,Logitech G915 TKL,Logitech G Pro X Headset,ZOWIE XL2546,Logitech,Logitech,Logitech,ZOWIE
stadodo,Renato Gonçalves ,26,25-29,1996-11-17,Portugal,EU,For The Win Esports,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,2.4,1000.0,400.0,960.0,Corsair MM200,Logitech G Pro X Keyboard,HyperX Cloud II,ZOWIE XL2546K,Corsair,Logitech,HyperX,ZOWIE
arki,Omar Chakkor,33,30-34,1989-12-07,Spain,EU,SAW,CS:GO,1.0,VAXEE OUTSET AX,VAXEE,1.11,1000.0,800.0,888.0000000000001,Corsair MM350 Champion Series,Ducky One 2 Mini,HyperX Cloud II,ZOWIE XL2546K,Corsair,Ducky,HyperX,ZOWIE
JUST,Tiago Moura,26,25-29,1996-04-29,Portugal,EU,SAW,CS:GO,1.0,VAXEE ZYGEN NP-01S,VAXEE,1.9,1000.0,400.0,760.0,VAXEE PA ZYGEN,ASUS ROG Claymore,HyperX Cloud II,ZOWIE XL2546K,VAXEE,ASUS,HyperX,ZOWIE
hardzao,Wesley Lopes,21,20-24,2001-01-16,Brazil,SA,paiN Gaming,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,2.0,1000.0,400.0,800.0,SteelSeries QcK Heavy,Razer BlackWidow V3 TKL,Razer Kraken 7.1 Mercury White Edition,ZOWIE XL2546K,SteelSeries,Razer,Razer,ZOWIE
Dizzy,Coby Meadows,22,20-24,2000-05-19,United States,NA,Content Creator,VALORANT,3.18,FinalMouse Starlight-12,FinalMouse,0.35,1000.0,800.0,890.4000000000001,ZOWIE G-SR-SE Deep Blue,SteelSeries Apex Pro TKL,Apple EarPods,ZOWIE XL2546,ZOWIE,SteelSeries,Apple,ZOWIE
shinobi,Josh Abastado,28,25-29,1994-06-23,United States,NA,Counter Logic Gaming,VALORANT,3.18,ZOWIE EC2-B Divina Blue,ZOWIE,0.65,1000.0,400.0,826.8000000000001,SteelSeries QcK Heavy,Corsair K65 TKL,HyperX Cloud II,ZOWIE XL2546,SteelSeries,Corsair,HyperX,ZOWIE
psalm,Harrison Chang,27,25-29,1995-02-06,United States,NA,The Guard,Apex,1.0,Logitech G Pro X Superlight,Logitech,0.955,1000.0,800.0,764.0,Artisan FX Hien Soft,unknown,unknown,ZOWIE XL2546K,Artisan,unknown,unknown,ZOWIE
rpr,Dan Ušić,26,25-29,1996-08-07,Croatia,EU,SCARZ,Apex,1.0,Finalmouse Ultralight 2,Finalmouse,1.2,1000.0,800.0,960.0,Artisan Ninja FX Zero Mid,Logitech G Pro Keyboard,Bose QuietComfort 20,Acer Predator XB272,Artisan,Logitech,Bose,Acer
Nocturnal,Brandon Singer,28,25-29,1994-06-12,United States,NA,XSET,Apex,1.0,Logitech G Pro X Superlight,Logitech,1.2,1000.0,800.0,960.0,The Mousepad Company Chrysanthemums and Bee,Vortex Pok3r RGB,Bose QuietComfort 20,ZOWIE XL2546K,The,Vortex,Bose,ZOWIE
LiNkzr,Jiri Masalin,28,25-29,1994-04-09,Finland,EU,Content Creator,Apex,1.0,Logitech G Pro X Superlight,Logitech,1.5,1000.0,800.0,1200.0,ZOWIE G-SR,Logitech G Pro X Keyboard,Logitech G Pro X Headset,ZOWIE XL2546K,ZOWIE,Logitech,Logitech,ZOWIE
ZmjjKK,Zheng Yongkang,18,15-19,2004-03-03,China,AS,Edward Gaming,VALORANT,3.18,VAXEE NP-01S Pink,VAXEE,0.28,1000.0,800.0,712.3200000000002,Artisan Ninja FX Zero Soft,unknown,unknown,ZOWIE XL2546K,Artisan,unknown,unknown,ZOWIE
Yuki,Oscar Jiang,27,25-29,1995-11-19,United Kingdom,EU,Alliance,Apex,1.0,Razer Viper V2 Pro,Razer,1.5,1000.0,800.0,1200.0,Razer Gigantus V2,Razer Huntsman Mini,Razer Hammerhead Pro V2,unknown,Razer,Razer,Razer,unknown
aproto,Alex Protopapas,23,20-24,1999-06-15,United States,NA,Ghost Gaming,VALORANT,3.18,Razer Deathadder V3 Pro,Razer,0.31,1000.0,800.0,788.64,Razer Gigantus V2,Razer BlackWidow V3 TKL,HyperX Cloud II,ZOWIE XL2546K,Razer,Razer,HyperX,ZOWIE
Klaus,Nicolas Ferrari,21,20-24,2001-04-04,Argentina,SA,KRÜ Esports,VALORANT,3.18,Razer Viper V2 Pro,Razer,0.5,1000.0,800.0,1272.0,VAXEE PA Black,Razer Huntsman TE,Logitech G Pro X Wireless Headset,ZOWIE XL2546K,VAXEE,Razer,Logitech,ZOWIE
SEIDER,Mathias Seider,21,20-24,2001-07-10,Denmark,EU,Alliance,VALORANT,3.18,Logitech G Pro Wireless,Logitech,0.15,1000.0,1600.0,763.2,Razer Gigantus V2,Razer Huntsman V2 TKL,Logitech G Pro X Wireless Headset,unknown,Razer,Razer,Logitech,unknown
Russ,Russel Mendes,24,20-24,1998-01-17,United Kingdom,EU,Guild Esports,VALORANT,3.18,Logitech G Pro X Superlight,Logitech,0.38,1000.0,800.0,966.72,X-raypad Aqua Control+,HyperX Alloy Origins 60,HyperX Cloud II,ZOWIE XL2546K,X-raypad,HyperX,HyperX,ZOWIE
dooplex,Ira Shepherd,26,25-29,1996-07-31,United States,NA,OpTic Gaming,Apex,1.0,Logitech G303 Shroud Edition,Logitech,1.5,1000.0,800.0,1200.0,Razer Strider,Razer Huntsman V2 TKL,Razer BlackShark V2 Pro,MSI Optix G271,Razer,Razer,Razer,MSI
YukaF,Yuga Horie,19,15-19,2003-08-18,Japan,AS,Fnatic,Apex,1.0,Xtrfy M42,Xtrfy,1.2,1000.0,800.0,960.0,Artisan Hayate Otsu XSoft,Ducky One 2 Mini Pure White,unknown,ZOWIE XL2546K,Artisan,Ducky,unknown,ZOWIE
Lothar,Jakub Szygulski,37,35-39,1985-07-08,Poland,EU,G2 Esports,VALORANT,3.18,Logitech G Pro Wireless,Logitech,0.2,1000.0,1600.0,1017.6,Logitech G PowerPlay,Logitech G Pro Keyboard,Logitech G Pro X Headset,AOC AG251FZ,Logitech,Logitech,Logitech,AOC
SkittleCakes,William August,23,20-24,1999-05-21,United States,NA,OpTic Gaming,Apex,1.0,Logitech G Pro Wireless,Logitech,2.7,1000.0,1600.0,4320.0,Razer Strider,Razer BlackWidow V3 Mini,Razer BlackShark V2 Pro,Acer Predator XB272,Razer,Razer,Razer,Acer
DaZeD,Sam Marine,33,30-34,1989-09-27,United States,NA,Free Agent,VALORANT,3.18,Logitech G Pro Wireless,Logitech,0.55,1000.0,400.0,699.6000000000001,HyperX Fury S Pro XL,Razer Blackwidow TE,Sennheiser HD 600,ZOWIE XL2540,HyperX,Razer,Sennheiser,ZOWIE
Derke,Nikita Simitev,19,15-19,2003-02-06,Finland,EU,Fnatic,VALORANT,3.18,Logitech G Pro X Superlight,Logitech,0.74,1000.0,400.0,941.2800000000001,Logitech G640,Fnatic STREAK65,Logitech G Pro X Headset,ZOWIE XL2540,Logitech,Fnatic,Logitech,ZOWIE
Surf,Thanachart Rungapajaratkul,18,15-19,2004-04-02,Thailand,AS,Xerxia Esports,VALORANT,3.18,Razer Deathadder V3 Pro,Razer,0.375,1000.0,800.0,954.0,Artisan Hayate Otsu XSoft,HyperX Alloy FPS,beyerdynamic MMX 300,ZOWIE XL2546K,Artisan,HyperX,beyerdynamic,ZOWIE
BONECOLD,Santeri Sassi,25,25-29,1997-10-13,Finland,EU,Team Vitality,VALORANT,3.18,Razer Deathadder V3 Pro,Razer,0.27,1000.0,800.0,686.88,VAXEE PA ZYGEN,Logitech G Pro X Keyboard,Sennheiser GAME ZERO,ZOWIE XL2540,VAXEE,Logitech,Sennheiser,ZOWIE
starxo,Patryk Kopczyński,21,20-24,2001-08-28,Poland,EU,Acend,VALORANT,3.18,Logitech G Pro X Superlight,Logitech,0.48,1000.0,800.0,1221.1200000000001,Xtrfy GP4 Street Blue,Logitech G Pro X Keyboard,HyperX Cloud II,ASUS ROG STRIX XG248Q,Xtrfy,Logitech,HyperX,ASUS
Davidp,David Prins,28,25-29,1994-09-08,Belgium,EU,OG Esports,VALORANT,3.18,Logitech G Pro Wireless,Logitech,0.58,1000.0,400.0,737.76,Logitech G640,Logitech G Pro X Keyboard,HyperX Cloud II,ZOWIE XL2546,Logitech,Logitech,HyperX,ZOWIE
seb,Sebastian Bucki,31,30-34,1991-04-15,United States,NA,Free Agent,VALORANT,3.18,Xtrfy M4 Miami Blue,Xtrfy,0.42,1000.0,400.0,534.24,Artisan Ninja FX Zero Soft,SteelSeries Apex Pro TKL,Sennheiser GAME ONE,ZOWIE XL2540K,Artisan,SteelSeries,Sennheiser,ZOWIE
zombs,Jared Gitlin,24,20-24,1998-10-02,United States,NA,Sentinels,VALORANT,3.18,Logitech G Pro X Superlight,Logitech,0.54,1000.0,400.0,686.88,Logitech G640,Ducky One 2 Mini,HyperX Cloud II,ZOWIE XL2540,Logitech,Ducky,HyperX,ZOWIE
Horcus,Salvador Matas Salas,27,25-29,1995-07-16,Spain,EU,Content Creator,VALORANT,3.18,Razer Viper Ultimate,Razer,0.315,1000.0,800.0,801.36,GIGABYTE AORUS AMP500,Razer Huntsman Elite,HyperX Cloud II,ZOWIE XL2546,GIGABYTE,Razer,HyperX,ZOWIE
ec1s,Adam Eccles,22,20-24,2000-06-26,United States,NA,Free Agent,VALORANT,3.18,VAXEE ZYGEN NP-01,VAXEE,0.314,1000.0,800.0,798.816,ZOWIE G-SR-SE Sweden Edition,Logitech G Pro X Keyboard,Logitech G Pro X Headset,ZOWIE XL2546,ZOWIE,Logitech,Logitech,ZOWIE
Corey,Corey Nigra,23,20-24,1999-05-11,United States,NA,TSM,VALORANT,3.18,Logitech G Pro X Superlight,Logitech,0.321,1000.0,800.0,816.624,Logitech G640,Corsair K70 RGB,Logitech G Pro X Headset,HP OMEN 24.5″,Logitech,Corsair,Logitech,HP
ZachaREEE,Zachary Lombardo,21,20-24,2001-01-27,United States,NA,Akrew,VALORANT,3.18,FinalMouse Starlight-12,FinalMouse,0.52,1000.0,800.0,1322.88,ZOWIE G-SR-SE Deep Blue,Varmilo VA87M Summit,Sennheiser GAME ONE,ASUS ROG SWIFT PG258Q,ZOWIE,Varmilo,Sennheiser,ASUS
aimdll,Hüseyin Kabişteke,21,20-24,2001-05-01,Turkey,AS,BBL Esports,VALORANT,3.18,ZOWIE S2 Divina Pink,ZOWIE,0.49,1000.0,400.0,623.2800000000001,ZOWIE G-SR,Razer BlackWidow Elite,HyperX Cloud II,ZOWIE XL2546K,ZOWIE,Razer,HyperX,ZOWIE
paTiTek,Patryk Fabrowski,23,20-24,1999-09-07,Poland,EU,Excel Esports,VALORANT,3.18,Logitech G Pro X Superlight,Logitech,0.82,1000.0,400.0,1043.04,Logitech G640,Logitech G Pro X Keyboard,Logitech G Pro X Headset,AOC AG251FZ2E,Logitech,Logitech,Logitech,AOC
Boaster,Jake Howlett,27,25-29,1995-05-25,United Kingdom,EU,Fnatic,VALORANT,3.18,Logitech G Pro X Superlight White,Logitech,0.52,1000.0,400.0,661.44,HyperX Fury S Pro,Fnatic miniSTREAK,Logitech G Pro X Headset,ZOWIE XL2546,HyperX,Fnatic,Logitech,ZOWIE
Nadeshot,Matthew Haag,30,30-34,1992-08-03,United States,NA,100 Thieves,VALORANT,3.18,Logitech G Pro X Superlight,Logitech,0.2,1000.0,800.0,508.8,SteelSeries QcK+,Custom Keyboard,JBL Quantum One,ZOWIE XL2540,SteelSeries,Custom,JBL,ZOWIE
POACH,Jake Brumleve,23,20-24,1999-02-24,United States,NA,FaZe Clan,VALORANT,3.18,Logitech G Pro X Superlight,Logitech,0.28,1000.0,800.0,712.3200000000002,Logitech G640,Razer Huntsman Mini,beyerdynamic DT 990 Pro,Alienware AW2518H,Logitech,Razer,beyerdynamic,Alienware
Thwifo,Zander Kim,20,20-24,2002-08-30,United States,NA,Free Agent,VALORANT,3.18,Logitech G Pro Wireless,Logitech,0.28,1000.0,800.0,712.3200000000002,SteelSeries QcK+,SteelSeries Apex Pro TKL,Sennheiser GAME ONE,Alienware AW2521HF,SteelSeries,SteelSeries,Sennheiser,Alienware
Cloakzy,Dennis Lepore,28,25-29,1994-12-26,United States,NA,Complexity,Call of duty,0.3,Razer Viper 8KHz,Razer,11.59,1000.0,400.0,1390.8,SteelSeries QcK XXL,Razer Huntsman Mini,Razer BlackShark V2 Pro,ASUS ROG SWIFT PG258Q,SteelSeries,Razer,Razer,ASUS
timthetatman,Timothy John Betar,32,30-34,1990-04-08,United States,NA,Content Creator,Call of duty,0.3,HyperX Pulsefire Haste,HyperX,3.93,1000.0,800.0,943.1999999999999,HyperX Fury S Pro,Razer Huntsman Elite,HyperX Cloud Alpha,LG ULTRAGEAR 27GN750-B,HyperX,Razer,HyperX,LG
Noko,Christian Feliciano,29,25-29,1993-05-12,United States,NA,Content Creator,Apex,1.0,Logitech G Pro X Superlight,Logitech,1.5,1000.0,800.0,1200.0,Logitech G640,Logitech G Pro X Keyboard,unknown,Acer Predator XB252Q,Logitech,Logitech,unknown,Acer
Hardecki,Konstantin Kozlov,19,15-19,2003-02-02,Russia,EU,Free Agent,Apex,1.0,Logitech G Pro X Superlight,Logitech,1.2,1000.0,800.0,960.0,Artisan Hayate Otsu XSoft,Varmilo VA87M Vintage Days,HyperX Cloud Alpha,ASUS TUF VG258QM,Artisan,Varmilo,HyperX,ASUS
Flanker,Thomas Cook,24,20-24,1998-07-03,United States,NA,Team Liquid,Apex,1.0,Logitech G703,Logitech,1.3,1000.0,800.0,1040.0,Glorious 3XL,Corsair K65 TKL,HyperX Cloud II,ASUS VG248QE,Glorious,Corsair,HyperX,ASUS
Shiv,Shivam Patel,24,20-24,1998-05-11,United Kingdom,EU,Luminosity,Apex,1.0,Logitech G Pro X Superlight,Logitech,3.0,1000.0,400.0,1200.0,unknown,Ducky One 2 Mini,HyperX Cloud II,ASUS VG248QE,unknown,Ducky,HyperX,ASUS
Diegosaurs,Diego Navarrette,26,25-29,1996-08-08,United States,NA,Content Creator,Apex,1.0,Logitech G Pro X Superlight,Logitech,0.9,500.0,1600.0,1440.0,Logitech G640 TSM Edition,Logitech G Pro X Keyboard,Logitech G Pro X Headset,ViewSonic XG2560,Logitech,Logitech,Logitech,ViewSonic
Sweet,Christopher Sexton,23,20-24,1999-07-02,United States,NA,NRG,Apex,1.0,Finalmouse Starlight-12 Hades,Finalmouse,1.2,1000.0,800.0,960.0,Artisan Ninja FX Zero Soft,HyperX Alloy FPS Pro,Bose QuietComfort 20,ASUS ROG SWIFT PG258Q,Artisan,HyperX,Bose,ASUS
stormen,Ludvig Storm,29,25-29,1993-03-02,Sweden,EU,Content Creator,Apex,1.0,Logitech G Pro X Superlight,Logitech,1.2,1000.0,800.0,960.0,SteelSeries QcK XXL,Ducky One 2 TKL,unknown,ASUS ROG SWIFT PG258Q,SteelSeries,Ducky,unknown,ASUS
Mande,Mikkel Hestbek,25,25-29,1997-08-11,Denmark,EU,Free Agent,Apex,1.0,ZOWIE EC1,ZOWIE,1.5,1000.0,800.0,1200.0,ZOWIE G-SR-SE Divina Pink,Ducky Miya Pro Sakura,HyperX Cloud II,ZOWIE XL2546K,ZOWIE,Ducky,HyperX,ZOWIE
Mendo,Lucas Håkansson,24,20-24,1998-04-15,Sweden,EU,Team Liquid,VALORANT,3.18,Logitech G Pro X Superlight White,Logitech,0.55,1000.0,450.0,787.0500000000002,Artisan Ninja FX Zero Soft,Custom Keyboard,beyerdynamic DT 1990 PRO,Alienware AW2521H,Artisan,Custom,beyerdynamic,Alienware
Reps,Jordan Wolfe,27,25-29,1995-04-23,United States,NA,TSM,Apex,1.0,Logitech G305,Logitech,1.8,1000.0,400.0,720.0,Logitech G640 TSM Edition,Logitech G Pro X Keyboard,Logitech G Pro X Headset,ZOWIE XL2546K,Logitech,Logitech,Logitech,ZOWIE
Albralelie,Mac Beckwith,22,20-24,2000-09-13,United States,NA,TSM,Apex,1.0,Logitech G Pro X Superlight,Logitech,1.8,1000.0,800.0,1440.0,Logitech G640 TSM Edition,Custom Keyboard,Logitech G Pro X Headset,Alienware AW2521H,Logitech,Custom,Logitech,Alienware
rocker,Aidan Grodin,19,15-19,2003-09-08,United States,NA,Cloud9,Apex,1.0,FinalMouse Starlight-12,FinalMouse,1.1,1000.0,800.0,880.0000000000001,Logitech G640,Razer Huntsman Mini,unknown,ASUS VG248QE,Logitech,Razer,unknown,ASUS
nafen,Nathan Nguyen,21,20-24,2001-10-17,United States,NA,NRG,Apex,1.0,FinalMouse Starlight-12,FinalMouse,1.8,1000.0,800.0,1440.0,Artisan Ninja FX Zero Soft,Custom Keyboard,Apple EarPods,ZOWIE XL2546K,Artisan,Custom,Apple,ZOWIE
Dropped,Mark Thees,23,20-24,1999-08-31,United States,NA,Spacestation Gaming,Apex,1.0,Logitech G Pro X Superlight,Logitech,2.0,1000.0,400.0,800.0,Logitech G640,HyperX Alloy FPS Pro,HyperX Cloud II,ZOWIE XL2546K,Logitech,HyperX,HyperX,ZOWIE
9impulse,Kirill Kostiv,23,20-24,1999-10-31,Belarus,EU,Fire Beavers,Apex,1.0,Logitech G Pro X Superlight,Logitech,1.4,1000.0,1600.0,2240.0,Logitech G640,Logitech G Pro X Keyboard,Logitech G Pro X Headset,ZOWIE XL2546K,Logitech,Logitech,Logitech,ZOWIE
Huskerrs,Jordan Thomas,27,25-29,1995-10-04,United States,NA,Luminosity,Call of duty,0.3,Logitech G Pro X Superlight,Logitech,3.6,1000.0,800.0,864.0,Lethal Gaming Gear Venus,Custom Keyboard,Sennheiser HD 660S,LG ULTRAGEAR 32GQ950-B,Lethal,Custom,Sennheiser,LG
DrDisRespect,Herschel Beahm IV,40,40-44,1982-03-10,United States,NA,Content Creator,Call of duty,0.3,ROCCAT Kain 200 Aimo,ROCCAT,5.25,1000.0,400.0,630.0,Roccat Sense AIMO,ROCCAT Vulcan TKL Pro,Turtle Beach Atlas Aero,ZOWIE XL2546K,Roccat,ROCCAT,Turtle,ZOWIE
Crust,Nicholas Kell,20,20-24,2002-07-09,Canada,NA,Sentinels,Apex,1.0,Finalmouse Starlight-12 Hades,Finalmouse,2.3,1000.0,400.0,919.9999999999999,Artisan Ninja FX Shidenkai XSoft,Ducky One 2 Mini Pure White,ASTRO A40,ZOWIE XL2540,Artisan,Ducky,ASTRO,ZOWIE
Hakis,John Håkansson,27,25-29,1995-06-26,Sweden,EU,Alliance,Apex,1.0,Razer Viper V2 Pro,Razer,1.2,1000.0,1600.0,1920.0,Razer Gigantus V2,Razer Huntsman Mini,Razer BlackShark V2 Pro White,ZOWIE XL2546,Razer,Razer,Razer,ZOWIE
Monsoon,Bowen Fuller,24,20-24,1998-08-01,United States,NA,Complexity,Apex,1.0,Logitech G Pro Wireless,Logitech,0.8,1000.0,800.0,640.0,Glorious 3XL,Custom Keyboard,HyperX Cloud Flight,ZOWIE XL2546K,Glorious,Custom,HyperX,ZOWIE
Zachmazer,Zach Mazer,22,20-24,2000-03-15,United States,NA,Content Creator,Apex,1.0,Logitech G Pro X Superlight,Logitech,1.9,1000.0,400.0,760.0,HyperX Fury S Pro,Logitech G Pro X Keyboard,unknown,ZOWIE XL2546K,HyperX,Logitech,unknown,ZOWIE
